"","ID","GC3s","Synteny","discordance_marni","n_genospecies","n_members"
"11365","group20225",0.913265,17.6667,1,2,4
"11366","group20226",0.54445,20.0667,0,2,6
"11367","group20227",0.656567,8.5,0,3,4
"11368","group20228",0.764706,38,0,1,2
"11369","group20229",0.6875,39.3333,0,1,3
"11370","group2023",0.699106,36.25,2,5,201
"11371","group20230",0.549296,39.3333,0,1,3
"11372","group20231",0.764706,25.3333,0,1,3
"11373","group20232",0.543878,28.2857,0,1,7
"11374","group20233",0.679592,17.4,0,1,6
"11375","group20234",0.580645,18.6667,0,1,3
"11376","group20235",0.788462,16,0,1,2
"11377","group20236",0.6,20,0,1,2
"11378","group20237",0.484375,22,0,1,2
"11379","group20238",0.65,20.6667,0,1,4
"11380","group20239",0.514286,33.8095,0,1,7
"11381","group2024",0.733481,35.9974,1,5,199
"11382","group20240",0.540541,33.8095,0,1,7
"11383","group20241",0.666667,38.6,1,1,10
"11384","group20242",0.608696,7.33333,0,1,3
"11385","group20243",0.455019,34.1429,0,1,8
"11386","group20244",0.738333,21.0889,0,1,10
"11387","group20245",0.705857,20.3778,1,1,10
"11388","group20246",0.667294,20.5,0,1,9
"11389","group20247",0.578947,19.8444,0,1,10
"11390","group20248",0.715385,19.6667,1,1,10
"11391","group20249",0.79486,15.0476,0,1,7
"11392","group2025",0.750627,35.9041,0,5,201
"11393","group20250",0.833333,37.2143,1,1,8
"11394","group20251",0.62963,38.0952,0,1,7
"11395","group20252",0.444444,37,0,1,7
"11396","group20253",0.565453,10.9643,1,2,7
"11397","group20254",0.600052,15.8,0,2,6
"11398","group20255",0.59767,13.1,0,2,5
"11399","group20256",0.745321,8.92857,0,2,7
"11400","group20257",0.556452,20.8333,0,1,4
"11401","group20258",0.623171,17.2667,0,2,6
"11402","group20259",0.746154,39.1429,0,1,7
"11403","group2026",0.791309,36.0307,0,5,201
"11404","group20260",0.636364,39.1429,0,1,7
"11405","group20261",0.62953,35.2381,0,1,7
"11406","group20262",0.64,26.0667,0,1,6
"11407","group20263",0.732283,25.2667,0,1,6
"11408","group20264",0.629431,24.4667,0,1,6
"11409","group20265",0.674457,19.5333,0,1,6
"11410","group20266",0.651437,14,0,2,7
"11411","group20267",0.513514,40,0,1,7
"11412","group20268",0.676923,40,0,1,7
"11413","group20269",0.527473,40,0,1,7
"11414","group2027",0.762646,36.1245,0,5,201
"11415","group20270",0.516129,40,0,1,7
"11416","group20271",0.913043,27.7,0,1,5
"11417","group20272",0.636364,40,0,1,2
"11418","group20273",0.8,38.8,0,1,5
"11419","group20274",0.545455,38.8,0,1,5
"11420","group20275",0.297297,40,0,1,6
"11421","group20276",0.777778,14.5,0,1,2
"11422","group20277",0.611111,29.8333,0,1,4
"11423","group20278",0.467742,30.8667,0,1,6
"11424","group20279",0.605263,35.3333,0,1,6
"11425","group2028",0.789623,36.525,1,5,201
"11426","group20280",0.708333,40,0,1,5
"11427","group20281",0.488095,40,0,1,5
"11428","group20282",0.34375,40,0,1,5
"11429","group20283",0.754655,38.6667,0,1,6
"11430","group20284",0.793561,39,0,1,6
"11431","group20285",0.754579,39.3333,0,1,6
"11432","group20286",0.788793,39.6667,0,1,6
"11433","group20287",0.781008,40,0,1,6
"11434","group20288",0.555556,37,0,1,7
"11435","group20289",0.5,29.3333,1,2,4
"11436","group2029",0.732501,36.9644,1,5,201
"11437","group20290",0.530864,38,0,1,3
"11438","group20291",0.647059,38,0,1,3
"11439","group20292",0.632353,27.5,0,1,4
"11440","group20293",0.676577,17.3,0,2,5
"11441","group20294",0.421875,38,0,1,3
"11442","group20295",0.541284,38.6667,0,1,3
"11443","group20296",0.610043,23.2,0,2,5
"11444","group20297",0.684932,39.3333,0,1,3
"11445","group20298",0.684211,29.6667,0,1,4
"11446","group20299",0.8,40,0,1,4
"11447","group203",0.746527,34.9721,0,5,201
"11448","group2030",0.75102,37.0369,0,5,201
"11449","group20300",0.882353,40,0,1,4
"11450","group20301",0.928571,34,0,1,7
"11451","group20302",0.595745,39.5,0,1,4
"11452","group20303",0.716981,38.4,0,1,6
"11453","group20304",0.72381,35.381,0,1,7
"11454","group20305",0.66129,28.6667,0,1,4
"11455","group20306",0.636364,31.4,0,1,6
"11456","group20307",0.535714,31.3333,0,1,4
"11457","group20308",0.5,38.5,1,1,8
"11458","group20309",0.740741,40,0,1,5
"11459","group2031",0.756628,37.0308,1,5,201
"11460","group20310",0.666667,35.381,0,1,7
"11461","group20311",0.789474,35,0,1,7
"11462","group20312",0.810345,40,0,1,2
"11463","group20313",0.681818,27.9333,0,1,6
"11464","group20314",0.680851,28.2,0,1,6
"11465","group20315",0.681481,28.4667,0,1,6
"11466","group20316",0.704791,11.8056,0,2,9
"11467","group20317",0.604167,29,0,1,6
"11468","group20318",0.703704,29.2667,0,1,6
"11469","group20319",0.635468,35.5714,0,1,7
"11470","group2032",0.814215,37.0253,1,5,201
"11471","group20320",0.472727,39,0,1,5
"11472","group20321",0.733333,39,0,1,5
"11473","group20322",0.756098,31.6,0,2,6
"11474","group20323",0.727273,31.9333,0,2,6
"11475","group20324",0.619048,36.6,0,1,6
"11476","group20325",0.522727,28.6,0,1,5
"11477","group20326",0.57,28.5,0,1,5
"11478","group20327",0.547945,28.4,0,1,5
"11479","group20328",0.535513,16.4,0,2,6
"11480","group20329",0.560976,24,0,1,5
"11481","group2033",0.757203,37.1651,1,5,201
"11482","group20330",0.647059,29.7333,0,1,6
"11483","group20331",0.648718,37.9048,0,1,7
"11484","group20332",0.46875,20,0,1,5
"11485","group20333",0.882353,22.7,0,1,5
"11486","group20334",0.642857,39.6,0,1,5
"11487","group20335",0.620035,36.3333,0,1,6
"11488","group20336",0.384615,40,0,1,5
"11489","group20337",0.833333,30.3333,0,1,6
"11490","group20338",0.888889,26.7,0,1,5
"11491","group20339",0.586957,22.7,0,1,5
"11492","group2034",0.673964,37.2912,1,5,201
"11493","group20340",0.6875,17.2,0,1,5
"11494","group20341",0.772727,23.5,0,1,4
"11495","group20342",0.74359,5,0,1,2
"11496","group20343",0.517241,2.33333,0,2,3
"11497","group20344",0.70404,7.8,0,1,5
"11498","group20345",0.710057,3.33333,0,3,7
"11499","group20346",0.642857,5.3,0,1,5
"11500","group20347",0.611111,2.33333,0,1,4
"11501","group20348",0.644444,0,0,1,2
"11502","group20349",0.671875,4,0,1,3
"11503","group2035",0.769012,37.0082,1,5,201
"11504","group20350",0.615385,25,0,1,4
"11505","group20351",0.630435,22,0,1,4
"11506","group20352",0.727778,3,0,1,3
"11507","group20353",0.481481,24,0,1,2
"11508","group20354",0.533333,17,0,1,2
"11509","group20355",0.564103,17,0,1,2
"11510","group20356",0.647059,17,0,1,2
"11511","group20357",0.6125,1,0,1,2
"11512","group20358",0.846154,37,0,1,2
"11513","group20359",0.666667,37,0,1,2
"11514","group2036",0.595285,36.7243,1,5,201
"11515","group20360",0.756098,24,0,1,3
"11516","group20361",0.6,7,0,1,2
"11517","group20362",0.575,38.9333,0,1,6
"11518","group20363",0.548387,38.9333,0,1,6
"11519","group20364",0.682425,27.8095,0,1,7
"11520","group20365",0.658163,31.7619,0,1,7
"11521","group20366",0.684524,40,0,1,3
"11522","group20367",0.777778,33,0,1,7
"11523","group20368",0.785714,28.2889,1,1,10
"11524","group20369",0.82381,33.8,0,1,5
"11525","group2037",0.716299,36.6762,1,5,201
"11526","group20370",0.722222,35.3333,0,1,3
"11527","group20371",0.746641,24.5,0,1,4
"11528","group20372",0.680556,31.3333,0,1,3
"11529","group20373",0.697674,40,0,1,2
"11530","group20374",0.5,24,0,1,2
"11531","group20375",0.507042,24.6667,0,1,6
"11532","group20376",0.45122,25.5333,0,1,6
"11533","group20377",0.360656,36,0,1,3
"11534","group20378",0.692308,38,0,1,3
"11535","group20379",0.666667,38,0,1,3
"11536","group2038",0.732623,36.4913,1,5,201
"11537","group20380",0.6875,38,0,1,3
"11538","group20381",0.521277,39,0,1,3
"11539","group20382",0.582915,40,0,1,3
"11540","group20383",0.659574,40,0,1,3
"11541","group20384",0.7,1,0,1,2
"11542","group20385",0.729167,23.3333,0,1,3
"11543","group20386",0.8,34.8333,0,1,4
"11544","group20387",0.681818,7.66667,0,1,3
"11545","group20388",0.529762,36.3611,0,1,9
"11546","group20389",0.800157,19,0,1,2
"11547","group2039",0.7545,36.0249,0,5,199
"11548","group20390",0.268519,30.25,0,1,9
"11549","group20391",0.573884,38.1091,0,1,11
"11550","group20392",0.678571,34.3333,0,1,7
"11551","group20393",0.54292,38.8889,0,1,9
"11552","group20394",0.552846,24,0,1,3
"11553","group20395",0.524752,25.3333,0,1,3
"11554","group20396",0.892857,37.8667,0,1,6
"11555","group20397",0.8,33,0,1,2
"11556","group20398",0.789474,29.8333,0,1,4
"11557","group20399",0.538462,40,0,1,5
"11558","group204",0.791443,35.3284,1,5,201
"11559","group2040",0.82388,35.5645,0,5,201
"11560","group20400",0.682927,38.5,0,1,4
"11561","group20401",0.809524,39,0,1,4
"11562","group20402",0.777778,40,0,1,4
"11563","group20403",0.548023,40,0,1,4
"11564","group20404",0.54321,33.3333,0,1,4
"11565","group20405",0.375723,40,0,1,2
"11566","group20406",0.705882,40,0,1,2
"11567","group20407",0.626506,40,0,1,2
"11568","group20408",0.643312,40,0,1,2
"11569","group20409",0.657895,40,0,1,2
"11570","group2041",0.807883,35.5089,0,5,201
"11571","group20410",0.793103,34.5,0,1,4
"11572","group20411",0.576923,14.6667,0,2,3
"11573","group20412",0.77043,31,0,1,2
"11574","group20413",0.675,29,0,1,2
"11575","group20414",0.769737,24,0,1,2
"11576","group20415",0.647059,23,0,1,2
"11577","group20416",0.642857,24,0,1,2
"11578","group20417",0.636364,40,0,1,4
"11579","group20418",0.641026,39.5,0,1,4
"11580","group20419",0.661913,17.6944,0,3,9
"11581","group2042",0.685335,35.3626,1,5,201
"11582","group20420",0.6,38.6667,0,1,3
"11583","group20421",0.491525,37.8333,0,1,4
"11584","group20422",0.8,40,0,1,4
"11585","group20423",0.821429,31,0,1,2
"11586","group20424",0.638386,12.8,0,2,6
"11587","group20425",0.478261,29.5,0,1,4
"11588","group20426",0.490741,35,0,1,4
"11589","group20427",0.492424,35,0,1,4
"11590","group20428",0.783784,21.1667,0,1,4
"11591","group20429",0.730684,36.5,0,1,4
"11592","group2043",0.606046,35.2394,1,5,201
"11593","group20430",0.882353,40,0,1,4
"11594","group20431",0.589744,31.3333,0,1,3
"11595","group20432",0.54386,36.1667,0,1,4
"11596","group20433",0.612245,36.1667,0,1,4
"11597","group20434",0.8125,24,0,1,4
"11598","group20435",0.8125,40,0,1,4
"11599","group20436",0.521739,37,0,1,3
"11600","group20437",0.785714,39,0,1,2
"11601","group20438",0.634146,39,0,1,2
"11602","group20439",0.746667,39,0,1,2
"11603","group2044",0.746412,35.3057,0,5,201
"11604","group20440",0.730769,39,0,1,2
"11605","group20441",0.698413,39,0,1,2
"11606","group20442",0.615385,39,0,1,2
"11607","group20443",0.605634,39,0,1,2
"11608","group20444",0.629121,39,0,1,2
"11609","group20445",0.583596,39,0,1,2
"11610","group20446",0.818182,39,0,1,2
"11611","group20447",0.4375,39,0,1,2
"11612","group20448",0.428571,40,0,1,3
"11613","group20449",0.725,25,0,1,2
"11614","group2045",0.751629,35.2764,0,5,201
"11615","group20450",0.8,26,0,1,2
"11616","group20451",0.526316,27,0,1,2
"11617","group20452",0.527778,28,0,1,2
"11618","group20453",0.587358,10.3333,0,2,3
"11619","group20454",0.611111,26,0,1,2
"11620","group20455",0.857143,24,0,1,2
"11621","group20456",0.6,17,0,1,2
"11622","group20457",0.743162,0,0,1,2
"11623","group20458",0.440145,0.333333,0,2,4
"11624","group20459",0.760211,14,0,1,3
"11625","group2046",0.6618,35.2472,1,5,201
"11626","group20460",0.640693,0,0,1,2
"11627","group20461",0.684211,33.6,0,1,5
"11628","group20462",0.565896,5.1,1,3,5
"11629","group20463",0.686441,4,0,1,2
"11630","group20464",0.769231,3,0,1,2
"11631","group20465",0.888889,2,0,1,2
"11632","group20466",0.552632,0,0,1,2
"11633","group20467",0.653801,5,0,2,3
"11634","group20468",0.738095,14.6667,0,1,3
"11635","group20469",0.730769,15.7,0,1,5
"11636","group2047",0.658222,35.1898,1,5,201
"11637","group20470",0.610169,33,0,1,4
"11638","group20471",0.5,32.6667,0,1,4
"11639","group20472",0.533333,40,0,1,3
"11640","group20473",0.833333,40,0,1,3
"11641","group20474",0.684211,4,0,1,3
"11642","group20475",0.53012,22,0,1,3
"11643","group20476",0.466667,32.6667,0,1,3
"11644","group20477",0.632353,33,0,1,3
"11645","group20478",0.8,40,0,1,3
"11646","group20479",0.66,36,0,1,4
"11647","group2048",0.822528,35.185,0,5,201
"11648","group20480",0.746032,40,0,1,3
"11649","group20481",0.711004,17.3333,0,1,3
"11650","group20482",0.684211,38.6667,0,1,3
"11651","group20483",0.857143,38.6667,0,1,3
"11652","group20484",0.6875,38.6667,0,1,3
"11653","group20485",0.353846,38.6667,0,1,3
"11654","group20486",0.789474,38.6667,0,1,3
"11655","group20487",0.45614,38.6667,0,1,3
"11656","group20488",0.727273,38.6667,0,1,3
"11657","group20489",0.491228,40,0,1,3
"11658","group2049",0.696265,35.1749,1,5,201
"11659","group20490",0.439394,40,0,1,3
"11660","group20491",0.545455,20,0,1,2
"11661","group20492",0.708955,14.3333,0,2,3
"11662","group20493",0.574627,18.2143,0,2,7
"11663","group20494",0.74295,13.3333,0,2,3
"11664","group20495",0.774799,5.33333,0,3,4
"11665","group20496",0.823077,9,0,2,2
"11666","group20497",0.883333,18,0,2,2
"11667","group20498",0.629077,8.14286,1,2,7
"11668","group20499",0.25,13.8333,1,2,4
"11669","group205",0.847769,34.9626,0,5,201
"11670","group2050",0.829071,35.0887,0,5,201
"11671","group20500",0.537469,10.1,1,3,5
"11672","group20501",0.941176,6.66667,0,1,3
"11673","group20502",0.791667,40,0,1,6
"11674","group20503",0.564516,40,0,1,6
"11675","group20504",0.529412,40,0,1,6
"11676","group20505",0.630769,40,0,1,6
"11677","group20506",0.704918,38.6667,0,1,6
"11678","group20507",0.578729,27.9048,0,2,7
"11679","group20508",0.528302,38.6667,0,1,6
"11680","group20509",0.791667,38.6667,0,1,6
"11681","group2051",0.731615,35.0017,1,5,201
"11682","group20510",0.63354,29.0476,0,2,7
"11683","group20511",0.659664,27.6667,0,2,7
"11684","group20512",0.583861,27.619,0,2,7
"11685","group20513",0.598425,38.6667,0,1,6
"11686","group20514",0.555556,38.6667,0,1,6
"11687","group20515",0.91358,5.66667,0,2,3
"11688","group20516",0.75,9,0,1,2
"11689","group20517",0.767442,31.5714,0,1,7
"11690","group20518",0.480769,19,0,1,2
"11691","group20519",0.589286,26.4,0,1,6
"11692","group2052",0.714009,34.9846,1,5,201
"11693","group20520",0.5,23,0,1,2
"11694","group20521",0.577778,33.0667,0,1,6
"11695","group20522",0.5,32.6,0,1,6
"11696","group20523",0.574751,32.1333,0,1,6
"11697","group20524",0.75,38,0,1,6
"11698","group20525",0.590909,16.1429,0,1,7
"11699","group20526",0.602381,14.1556,1,3,9
"11700","group20527",0.54,14.5238,0,1,6
"11701","group20528",0.540972,25.9286,1,2,8
"11702","group20529",0.818182,35.4286,0,1,7
"11703","group2053",0.823581,35.0769,1,5,201
"11704","group20530",0.681818,31.0952,0,1,7
"11705","group20531",0.518636,15.6667,0,1,7
"11706","group20532",0.581903,33.0476,0,1,7
"11707","group20533",0.674419,33.2381,0,1,7
"11708","group20534",0.643836,32.0952,0,1,7
"11709","group20535",0.552632,32.0952,0,1,7
"11710","group20536",0.705882,32.0952,0,1,7
"11711","group20537",0.703704,24.0714,1,2,8
"11712","group20538",0.684211,37.3333,0,1,7
"11713","group20539",0.639175,31.4286,0,1,7
"11714","group2054",0.827342,35.145,1,5,201
"11715","group20540",0.619835,32.1429,0,1,7
"11716","group20541",0.659091,32.8571,0,1,7
"11717","group20542",0.75,33.619,0,1,7
"11718","group20543",0.73913,34.1905,0,1,7
"11719","group20544",0.711864,34.5238,0,1,7
"11720","group20545",0.719626,35.0952,0,1,7
"11721","group20546",0.72807,35.381,0,1,7
"11722","group20547",0.73125,35.6667,0,1,7
"11723","group20548",0.708738,35.9524,0,1,7
"11724","group20549",0.687898,36.2381,0,1,7
"11725","group2055",0.836925,35.1383,0,5,200
"11726","group20550",0.716667,36.5238,0,1,7
"11727","group20551",0.641176,36.5238,0,1,7
"11728","group20552",0.618557,36.8095,0,1,7
"11729","group20553",0.508772,37.0952,0,1,7
"11730","group20554",0.580645,37.0952,0,1,7
"11731","group20555",0.559322,39.1429,0,1,7
"11732","group20556",0.769231,35.3,0,1,5
"11733","group20557",0.56,23.6667,0,1,6
"11734","group20558",0.512821,24.4,0,1,6
"11735","group20559",0.568627,26.4,0,1,6
"11736","group2056",0.834098,34.8455,0,5,201
"11737","group20560",0.636364,27.4,0,1,6
"11738","group20561",0.634921,35.6667,0,1,6
"11739","group20562",0.631056,28.0476,0,2,7
"11740","group20563",0.55232,28.619,0,2,7
"11741","group20564",0.578125,29.1905,0,2,7
"11742","group20565",0.59127,29.4762,0,2,7
"11743","group20566",0.63729,29.2857,0,2,7
"11744","group20567",0.56231,29.2857,0,2,7
"11745","group20568",0.570391,29.2857,0,2,7
"11746","group20569",0.592911,29.2857,0,2,7
"11747","group2057",0.850726,34.7764,1,5,201
"11748","group20570",0.381818,37.3333,0,1,6
"11749","group20571",0.528736,37.3333,0,1,6
"11750","group20572",0.793103,37.3333,0,1,6
"11751","group20573",0.859028,37.3333,0,1,6
"11752","group20574",0.636364,37.2667,0,1,6
"11753","group20575",0.576923,36.9333,0,1,6
"11754","group20576",0.5,39,0,1,2
"11755","group20577",0.6,40,0,1,2
"11756","group20578",0.6,40,0,1,2
"11757","group20579",0.538462,24,0,1,2
"11758","group2058",0.824307,34.7361,0,5,201
"11759","group20580",0.733333,35.5238,0,1,7
"11760","group20581",0.791667,35.8095,0,1,7
"11761","group20582",0.640625,21.2381,0,1,7
"11762","group20583",0.688889,0,0,1,3
"11763","group20584",0.62689,0,0,1,2
"11764","group20585",0.631288,0,0,1,2
"11765","group20586",0.72072,3.33333,0,2,3
"11766","group20587",0.580808,1.66667,0,2,3
"11767","group20588",0.722303,21.8333,0,1,4
"11768","group20589",0.5625,14.6667,0,1,3
"11769","group2059",0.768146,34.66,1,5,201
"11770","group20590",0.714286,16.3333,0,1,3
"11771","group20591",0.444444,4,0,1,2
"11772","group20592",0.840568,15,0,2,2
"11773","group20593",0.757482,13.3333,0,2,3
"11774","group20594",0.614478,0,0,2,2
"11775","group20595",0.66428,0,0,2,2
"11776","group20596",0.642857,29.6667,0,1,4
"11777","group20597",0.633333,39.3333,0,1,3
"11778","group20598",0.52,16.5,0,1,4
"11779","group20599",0.392857,27.6667,0,1,3
"11780","group206",0.856758,34.4226,3,5,201
"11781","group2060",0.800517,34.767,0,5,200
"11782","group20600",0.378378,24.3333,0,1,3
"11783","group20601",0.727273,22.3333,0,1,3
"11784","group20602",0.763962,0,0,2,3
"11785","group20603",0.76218,20,1,2,4
"11786","group20604",0.441468,22.5333,0,2,6
"11787","group20605",0.644444,36.6667,0,1,3
"11788","group20606",1,8.33333,0,2,3
"11789","group20607",0.881944,2,0,2,2
"11790","group20608",0.375,11.6667,-1,3,3
"11791","group20609",0.521447,1,0,2,2
"11792","group2061",0.752058,34.4619,1,5,201
"11793","group20610",0.613089,20,0,2,2
"11794","group20611",0.64245,2,0,2,2
"11795","group20612",0.865449,2.16667,-1,3,3
"11796","group20613",0.631579,0,0,2,2
"11797","group20614",0.631579,5,0,2,2
"11798","group20615",0.745665,13.6667,-1,3,3
"11799","group20616",0.72807,12.6667,-1,3,3
"11800","group20617",0.619048,39,0,1,2
"11801","group20618",0.533333,40,0,1,2
"11802","group20619",0.654321,20,0,1,2
"11803","group2062",0.800054,34.4656,1,5,201
"11804","group20620",0.611111,31,0,1,2
"11805","group20621",0.6,37,0,1,2
"11806","group20622",0.6,3,0,1,2
"11807","group20623",0.8,2,0,1,2
"11808","group20624",0.673725,0,0,1,2
"11809","group20625",0.854396,3,0,2,2
"11810","group20626",0.513514,16,0,1,2
"11811","group20627",0.83364,3,0,2,2
"11812","group20628",0.552926,2,0,1,2
"11813","group20629",0.740573,0.666667,0,2,3
"11814","group2063",0.805096,34.48,0,5,201
"11815","group20630",0.62997,0.333333,-1,3,3
"11816","group20631",0.714286,0,0,1,2
"11817","group20632",0.733173,18,0,1,2
"11818","group20633",0.535714,40,0,1,2
"11819","group20634",0.6,29,0,1,2
"11820","group20635",0.490217,0,0,2,2
"11821","group20636",0.575486,0,0,2,2
"11822","group20637",0.692308,13,0,2,2
"11823","group20638",0.628571,17,0,2,2
"11824","group20639",0.522989,13,0,2,2
"11825","group2064",0.784243,34.5002,1,5,201
"11826","group20640",0.825758,17,0,2,2
"11827","group20641",0.647313,0,0,1,2
"11828","group20642",0.687603,0,0,2,2
"11829","group20643",0.513787,0,0,2,2
"11830","group20644",0.574613,1,0,2,2
"11831","group20645",0.633621,1,0,2,2
"11832","group20646",0.554545,2,0,2,2
"11833","group20647",0.607983,0,0,2,2
"11834","group20648",0.620301,0,0,2,2
"11835","group20649",0.714286,16,0,1,2
"11836","group2065",0.733492,34.525,1,5,201
"11837","group20650",0.727273,2,0,1,2
"11838","group20651",0.5,38,0,1,2
"11839","group20652",0.661991,0,0,1,2
"11840","group20653",0.71875,37,0,1,2
"11841","group20654",0.666667,38,0,1,2
"11842","group20655",0.558442,40,0,1,2
"11843","group20656",0.578673,13,0,1,2
"11844","group20657",0.618045,16.7619,0,1,7
"11845","group20658",0.727273,24,0,1,2
"11846","group20659",0.863636,23,0,1,2
"11847","group2066",0.761563,34.5358,1,5,201
"11848","group20660",0.441558,20,0,1,2
"11849","group20661",0.383929,19,0,1,2
"11850","group20662",0.574958,19,0,1,2
"11851","group20663",0.639241,20,0,1,2
"11852","group20664",0.621818,21,0,1,2
"11853","group20665",0.607143,23,0,1,2
"11854","group20666",0.566038,24,0,1,2
"11855","group20667",0.756098,25,0,1,2
"11856","group20668",0.736,40,0,1,2
"11857","group20669",0.664286,28.6667,0,1,4
"11858","group2067",0.856831,34.5367,2,5,201
"11859","group20670",0.623604,4.8,0,2,6
"11860","group20671",0.833333,8,0,1,2
"11861","group20672",0.650449,20,0,1,2
"11862","group20673",0.620435,1,0,1,2
"11863","group20674",0.664111,1,0,1,2
"11864","group20675",0.618293,1,0,1,2
"11865","group20676",0.879221,11,0,2,2
"11866","group20677",0.728111,10,0,2,2
"11867","group20678",0.619149,2,0,2,2
"11868","group20679",0.854895,0,0,2,2
"11869","group2068",0.742369,35.4473,1,5,191
"11870","group20680",0.617647,2,0,2,2
"11871","group20681",0.571429,28,0,2,2
"11872","group20682",0.818182,23,0,2,2
"11873","group20683",0.6,21,0,2,2
"11874","group20684",0.525,19,0,2,2
"11875","group20685",0.642232,0,0,2,3
"11876","group20686",0.658416,0,0,1,4
"11877","group20687",0.746684,0,0,1,2
"11878","group20688",0.607955,0,0,1,2
"11879","group20689",0.672956,8,0,1,2
"11880","group2069",0.764214,34.7906,1,5,201
"11881","group20690",0.649066,8,0,1,2
"11882","group20691",0.601037,13.2667,0,2,6
"11883","group20692",0.616758,0,0,1,2
"11884","group20693",0.635417,0,0,1,2
"11885","group20694",0.573171,0,0,1,2
"11886","group20695",0.659122,20.1667,1,2,4
"11887","group20696",0.744162,7,0,1,2
"11888","group20697",0.742991,10,0,2,2
"11889","group20698",0.74902,12,0,1,2
"11890","group20699",0.650813,0.333333,0,2,3
"11891","group207",0.867497,34.0118,1,5,201
"11892","group2070",0.718051,34.9715,1,5,201
"11893","group20700",0.677419,13,0,2,2
"11894","group20701",0.558333,13,0,2,2
"11895","group20702",0.558907,13,0,2,2
"11896","group20703",0.528369,13,0,2,2
"11897","group20704",0.557432,13,0,2,2
"11898","group20705",0.538462,13,0,2,2
"11899","group20706",0.570524,13,0,2,2
"11900","group20707",0.605634,13,0,2,2
"11901","group20708",0.582345,13,0,2,2
"11902","group20709",0.533088,13,0,2,2
"11903","group2071",0.722368,35.3341,0,5,201
"11904","group20710",0.744828,13,0,2,2
"11905","group20711",0.461039,13,0,2,2
"11906","group20712",0.608934,13,0,2,2
"11907","group20713",0.761111,0,0,2,2
"11908","group20714",0.779546,0,0,2,3
"11909","group20715",0.681975,1,0,1,2
"11910","group20716",0.529412,11,0,2,2
"11911","group20717",0.6,10,0,2,2
"11912","group20718",0.589431,9,0,2,2
"11913","group20719",0.585366,0,0,1,2
"11914","group2072",0.683447,35.6159,0,5,201
"11915","group20720",0.833333,32,0,1,2
"11916","group20721",0.777778,1,0,1,2
"11917","group20722",0.769909,0,0,1,2
"11918","group20723",0.595202,0,0,2,2
"11919","group20724",0.601618,0,0,1,2
"11920","group20725",0.709677,27,0,1,4
"11921","group20726",0.715,20,0,1,2
"11922","group20727",0.818182,2,0,1,2
"11923","group20728",0.6,5,0,1,2
"11924","group20729",0.545455,0,0,1,2
"11925","group2073",0.777014,36.0203,0,5,200
"11926","group20730",0.671117,0,0,1,2
"11927","group20731",0.501987,0,0,1,2
"11928","group20732",0.556754,0,0,1,2
"11929","group20733",0.533333,26,0,1,2
"11930","group20734",0.789992,2,0,1,2
"11931","group20735",0.683961,2,0,1,2
"11932","group20736",0.529334,2,0,1,2
"11933","group20737",0.524784,14,0,1,2
"11934","group20738",0.817538,0,0,1,2
"11935","group20739",0.617647,2,0,2,2
"11936","group2074",0.671455,36.0755,0,5,201
"11937","group20740",0.753763,2,0,2,2
"11938","group20741",0.749155,0,0,2,2
"11939","group20742",0.714286,36,0,1,2
"11940","group20743",0.52381,1,0,1,2
"11941","group20744",0.67619,32,0,1,2
"11942","group20745",0.5,32,0,1,2
"11943","group20746",0.880156,0,0,1,2
"11944","group20747",0.728576,1,0,1,3
"11945","group20748",0.66538,0,0,1,2
"11946","group20749",0.566667,2.8,0,1,5
"11947","group2075",0.685959,36.9146,1,5,192
"11948","group20750",0.736842,36.1667,0,1,4
"11949","group20751",0.583333,36.1667,0,1,4
"11950","group20752",0.6,35.5,0,1,4
"11951","group20753",0.625,35.6667,0,1,4
"11952","group20754",0.676471,26.3571,0,1,8
"11953","group20755",0.745098,2.66667,0,1,3
"11954","group20756",0.615385,18.6071,0,1,8
"11955","group20757",0.598214,29.6667,0,1,7
"11956","group20758",0.659559,32.619,0,1,7
"11957","group20759",0.638889,29.3333,0,1,4
"11958","group2076",0.80084,36.3437,1,5,201
"11959","group20760",0.59608,20.5714,0,1,7
"11960","group20761",0.488509,14.3333,0,1,7
"11961","group20762",0.5,28.8333,0,1,4
"11962","group20763",0.333333,37,0,1,4
"11963","group20764",0.707447,2,0,1,2
"11964","group20765",0.541667,20,0,1,4
"11965","group20766",0.735294,0,0,1,3
"11966","group20767",0.540816,34.4,0,1,5
"11967","group20768",0.670698,23.5333,0,2,6
"11968","group20769",0.551994,18.0476,0,3,7
"11969","group2077",0.797329,36.5246,0,5,198
"11970","group20770",0.541667,10.5,0,1,4
"11971","group20771",0.541667,21.1667,0,1,4
"11972","group20772",0.535714,23.4,0,1,5
"11973","group20773",0.646675,17.0667,0,2,6
"11974","group20774",0.6,30.9,0,1,5
"11975","group20775",0.731427,0,0,1,3
"11976","group20776",0.731343,12.619,1,1,7
"11977","group20777",0.772135,0,0,1,3
"11978","group20778",0.4375,38,0,1,2
"11979","group20779",0.565072,8,0,2,3
"11980","group2078",0.80985,35.7961,0,5,201
"11981","group20780",0.5,40,0,1,2
"11982","group20781",0.49,25.8333,0,1,4
"11983","group20782",0.657801,1.33333,0,1,3
"11984","group20783",0.827586,4,0,1,2
"11985","group20784",0.777778,40,0,1,2
"11986","group20785",0.6,8,0,1,2
"11987","group20786",0.82951,0,0,2,2
"11988","group20787",0.8,0,0,2,2
